Delivery,Name of sold-to party,Shipment Number,Sold-to party,Name of the ship-to party,Location of the ship-to party,Ship-to party,Material,UPC,GTIN,Description,Batch,Delivery quantity,Actual delivery qty,Net weight,Plant,Act. Gds Mvmnt Date,Deliv. date(From/to),Created on,Overall pick.status
807946811,ARNOLD FEED AND SEED,832871141,9419765,ARNOLD FEED AND SEED,CAMPBELLSVILLE,9419765,12221041,888346010545,00888346010545,A.DK.DKA44-16RR.S80.50#.34.US,,0,0,0.000,8H52,12/09/2022,13/09/2022,09/09/2022,C
807946811,ARNOLD FEED AND SEED,832871141,9419765,ARNOLD FEED AND SEED,CAMPBELLSVILLE,9419765,12221041,888346010545,00888346010545,A.DK.DKA44-16RR.S80.50#.34.US,FG2AY1X,3,3,150.000,8H52,12/09/2022,13/09/2022,12/09/2022,C
807946811,ARNOLD FEED AND SEED,832871141,9419765,ARNOLD FEED AND SEED,CAMPBELLSVILLE,9419765,12221041,888346010545,00888346010545,A.DK.DKA44-16RR.S80.50#.34.US,FG1AF1XMW2,2,2,100.000,8H52,12/09/2022,13/09/2022,12/09/2022,C
807973794,ARNOLD FEED AND SEED,832895403,9419765,ARNOLD FEED AND SEED,CAMPBELLSVILLE,9419765,12221041,888346010545,00888346010545,A.DK.DKA44-16RR.S80.50#.34.US,FG1CA1X,1,1,50.000,8H52,27/09/2022,04/10/2022,26/09/2022,C
807961195,POWELL SEED,832884395,9227275,POWELL SEED WHS,HOLYOKE,9240079,12622563,888346459061,00888346459061,A.DK.DKA50-17.50#.34.US,FG2BX1X,150,150,"7,500.000",8H82,20/09/2022,23/09/2022,19/09/2022,C
808443017,SHAWN SULLIVAN SEED WALLACE NE,833369126,4198029,SHAWN SULLIVAN SEED WALLACE NE,WALLACE,4198029,12592062,888346332401,00888346332401,B.AS.A3253.S00.40SCUMB.X.US,,0,0,0.000,8H52,12/04/2023,13/04/2023,10/04/2023,C
808443017,SHAWN SULLIVAN SEED WALLACE NE,833369126,4198029,SHAWN SULLIVAN SEED WALLACE NE,WALLACE,4198029,12592062,888346332401,00888346332401,B.AS.A3253.S00.40SCUMB.X.US,ST2SF61A,320,8,"19,744.000",8H52,12/04/2023,13/04/2023,10/04/2023,C
808456747,SHAWN SULLIVAN SEED WALLACE NE,833375312,4198029,SHAWN SULLIVAN SEED WALLACE NE,WALLACE,4198029,12592062,888346332401,00888346332401,B.AS.A3253.S00.40SCUMB.X.US,,0,0,0.000,8H52,14/04/2023,18/04/2023,13/04/2023,C
808456747,SHAWN SULLIVAN SEED WALLACE NE,833375312,4198029,SHAWN SULLIVAN SEED WALLACE NE,WALLACE,4198029,12592062,888346332401,00888346332401,B.AS.A3253.S00.40SCUMB.X.US,ST2SF61C,40,1,"2,468.000",8H52,14/04/2023,18/04/2023,13/04/2023,C
808364546,MOORETON CHEMICAL LLC,833324507,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,88364740,190794541077,00190794541077,B.AS.AG07XF2.SD3.40SCUMB.X.US,,0,0,0.000,8HH8,29/03/2023,29/03/2023,17/03/2023,C
808364546,MOORETON CHEMICAL LLC,833324507,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,88364740,190794541077,00190794541077,B.AS.AG07XF2.SD3.40SCUMB.X.US,WF2SDN3A,80,2,"4,616.000",8HH8,29/03/2023,29/03/2023,17/03/2023,C
808219956,HAVANA SEED COMPANY INC,833199710,9259952,HAVANA SEED COMPANY INC,HAVANA,9259952,88365003,190794541282,90190794541285,B.AS.AG07XF2.SD3.SC-BULK-FG.X.US,WF2SDN3U,939,"46,950.000","50,048.700",8H40,06/02/2023,06/02/2023,27/01/2023,C
808337205,MOORETON CHEMICAL LLC,833295875,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,12881500,190794015592,00190794015592,B.AS.AG09XF0.SD3.40SCUMB.X.US,,0,0,0.000,8HH8,21/03/2023,21/03/2023,09/03/2023,C
808337205,MOORETON CHEMICAL LLC,833295875,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,12881500,190794015592,00190794015592,B.AS.AG09XF0.SD3.40SCUMB.X.US,WF2SE92A,160,4,"8,128.000",8HH8,21/03/2023,21/03/2023,09/03/2023,C
808219961,HAVANA SEED COMPANY INC,833213475,9259952,HAVANA SEED COMPANY INC,HAVANA,9259952,12881502,190794015578,90190794015571,B.AS.AG09XF0.SD3.SC-BULK-FG.X.US,WF2SE92W,966,"48,300.000","49,266.000",8H40,13/02/2023,13/02/2023,27/01/2023,C
808095196,PAUL VOIGT SEED,833044402,9254867,PAUL VOIGT SEED,AVON,9254867,89227399,190794834643,00190794834643,B.AS.AG09XF3.SD3.40SCUMB.X.US,,0,0,0.000,8H53,21/12/2022,21/12/2022,30/11/2022,C
808095196,PAUL VOIGT SEED,833044402,9254867,PAUL VOIGT SEED,AVON,9254867,89227399,190794834643,00190794834643,B.AS.AG09XF3.SD3.40SCUMB.X.US,RF2SAP1A,40,1,"1,740.000",8H53,21/12/2022,21/12/2022,30/11/2022,C
808337205,MOORETON CHEMICAL LLC,833295875,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,89227399,190794834643,00190794834643,B.AS.AG09XF3.SD3.40SCUMB.X.US,,0,0,0.000,8HH8,21/03/2023,21/03/2023,09/03/2023,C
808337205,MOORETON CHEMICAL LLC,833295875,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,89227399,190794834643,00190794834643,B.AS.AG09XF3.SD3.40SCUMB.X.US,WF2SBH1B,240,6,"10,632.000",8HH8,21/03/2023,21/03/2023,09/03/2023,C
808105952,HAVANA SEED COMPANY INC,833041433,9259952,HAVANA SEED COMPANY INC,HAVANA,9259952,89227380,190794834629,90190794834622,B.AS.AG09XF3.SD3.SC-BULK-FG.X.US,RF2SBP1Z,"1,001","50,050.000","47,547.500",8HH8,08/12/2022,09/12/2022,05/12/2022,C
808275062,MOORETON CHEMICAL LLC,833244382,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,88364805,190794541114,00190794541114,B.AS.AG11XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H3T,24/02/2023,24/02/2023,16/02/2023,C
808275062,MOORETON CHEMICAL LLC,833244382,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,88364805,190794541114,00190794541114,B.AS.AG11XF2.SD3.40SCUMB.X.US,RF2SEZ1D,880,22,"42,680.000",8H3T,24/02/2023,24/02/2023,16/02/2023,C
808275583,MOORETON CHEMICAL LLC,833244383,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,88364805,190794541114,00190794541114,B.AS.AG11XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H3T,28/02/2023,28/02/2023,16/02/2023,C
808275583,MOORETON CHEMICAL LLC,833244383,4790087,MOORETON CHEMICAL LLC,MOORETON,4790087,88364805,190794541114,00190794541114,B.AS.AG11XF2.SD3.40SCUMB.X.US,RF2SEZ1D,840,21,"40,740.000",8H3T,28/02/2023,28/02/2023,16/02/2023,C
808071230,HAVANA SEED COMPANY INC,833016252,9259952,HAVANA SEED COMPANY INC,HAVANA,9259952,88365038,190794541329,90190794541322,B.AS.AG11XF2.SD3.SC-BULK-FG.X.US,WF2SB43Z,"1,001","50,050.000","47,047.000",8HH8,28/11/2022,30/11/2022,18/11/2022,C
808071232,HAVANA SEED COMPANY INC,833016253,9259952,HAVANA SEED COMPANY INC,HAVANA,9259952,88365038,190794541329,90190794541322,B.AS.AG11XF2.SD3.SC-BULK-FG.X.US,WF2SB43Z,"1,002","50,100.000","47,094.000",8HH8,28/11/2022,30/11/2022,18/11/2022,C
808468657,HAVANA SEED COMPANY INC,833383661,9259952,HAVANA SEED COMPANY INC,HAVANA,9259952,89227429,190794834681,00190794834681,B.AS.AG12XF3.SD3.40SCUMB.X.US,,0,0,0.000,8H3T,25/04/2023,26/04/2023,17/04/2023,C
808468657,HAVANA SEED COMPANY INC,833383661,9259952,HAVANA SEED COMPANY INC,HAVANA,9259952,89227429,190794834681,00190794834681,B.AS.AG12XF3.SD3.40SCUMB.X.US,RF2SJV1C,480,12,"22,944.000",8H3T,25/04/2023,26/04/2023,17/04/2023,C
808369667,ROELOFSEN SEED SALES INC,833328572,9201975,ROELFSEN SEED WHS,TORONTO,9253231,88365933,190794541749,00190794541749,B.AS.AG15XF2.SD3.140M.X.US,,0,0,0.000,8H53,27/03/2023,27/03/2023,20/03/2023,C
808369667,ROELOFSEN SEED SALES INC,833328572,9201975,ROELFSEN SEED WHS,TORONTO,9253231,88365933,190794541749,00190794541749,B.AS.AG15XF2.SD3.140M.X.US,RF2SED13,10,10,539.000,8H53,27/03/2023,27/03/2023,20/03/2023,C
808105111,ROELOFSEN SEED SALES INC,833051100,9201975,ROELFSEN SEED WHS,TORONTO,9253231,88365941,190794541756,00190794541756,B.AS.AG15XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H53,20/01/2023,20/01/2023,05/12/2022,C
808105111,ROELOFSEN SEED SALES INC,833051100,9201975,ROELFSEN SEED WHS,TORONTO,9253231,88365941,190794541756,00190794541756,B.AS.AG15XF2.SD3.40SCUMB.X.US,RF2SAE1G,400,10,"21,800.000",8H53,20/01/2023,20/01/2023,05/12/2022,C
808526448,HAVANA SEED COMPANY INC,833422479,9259952,HAVANA SEED COMPANY INC,HAVANA,9259952,88365941,190794541756,00190794541756,B.AS.AG15XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H3T,10/05/2023,10/05/2023,04/05/2023,C
808526448,HAVANA SEED COMPANY INC,833422479,9259952,HAVANA SEED COMPANY INC,HAVANA,9259952,88365941,190794541756,00190794541756,B.AS.AG15XF2.SD3.40SCUMB.X.US,RF2SBY1A,480,12,"24,192.000",8H3T,10/05/2023,10/05/2023,04/05/2023,C
808261366,DEWILDE SEEDS,833218215,9201245,DEWILDE SEEDS,RUTHTON,9201245,30020149,190794331234,00190794331234,B.AS.AG18XF1.SD3.140M.X.US,,0,0,0.000,8H53,20/02/2023,21/02/2023,13/02/2023,C
808261366,DEWILDE SEEDS,833218215,9201245,DEWILDE SEEDS,RUTHTON,9201245,30020149,190794331234,00190794331234,B.AS.AG18XF1.SD3.140M.X.US,RF2SCS11,20,20,"1,086.000",8H53,20/02/2023,21/02/2023,13/02/2023,C
808261366,DEWILDE SEEDS,833218215,9201245,DEWILDE SEEDS,RUTHTON,9201245,30020141,190794331197,00190794331197,B.AS.AG18XF1.SD3.40SCUMB.X.US,,0,0,0.000,8H53,20/02/2023,21/02/2023,13/02/2023,C
808261366,DEWILDE SEEDS,833218215,9201245,DEWILDE SEEDS,RUTHTON,9201245,30020141,190794331197,00190794331197,B.AS.AG18XF1.SD3.40SCUMB.X.US,RF2SHE2B,520,13,"28,028.000",8H53,20/02/2023,21/02/2023,13/02/2023,C
808211913,DEWILDE SEEDS,833177653,9201245,DEWILDE SEEDS,RUTHTON,9201245,30020158,190794331289,00190794331289,B.AS.AG20XF1.SD3.40SCUMB.X.US,,0,0,0.000,8H53,03/02/2023,06/02/2023,25/01/2023,C
808211913,DEWILDE SEEDS,833177653,9201245,DEWILDE SEEDS,RUTHTON,9201245,30020158,190794331289,00190794331289,B.AS.AG20XF1.SD3.40SCUMB.X.US,CL2SAX1B,160,4,"8,960.000",8H53,03/02/2023,06/02/2023,25/01/2023,C
808064183,PAUL VOIGT SEED,832994274,9254867,PAUL VOIGT SEED,AVON,9254867,88365984,190794541794,00190794541794,B.AS.AG21XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H53,30/11/2022,30/11/2022,16/11/2022,C
808064183,PAUL VOIGT SEED,832994274,9254867,PAUL VOIGT SEED,AVON,9254867,88365984,190794541794,00190794541794,B.AS.AG21XF2.SD3.40SCUMB.X.US,RF2SAS1B,400,10,"21,800.000",8H53,30/11/2022,30/11/2022,16/11/2022,C
808337588,PAUL VOIGT SEED,833302075,9254867,PAUL VOIGT SEED,AVON,9254867,88366042,190794541862,00190794541862,B.AS.AG23XF2.SD3.140M.X.US,,0,0,0.000,8H53,17/03/2023,17/03/2023,09/03/2023,C
808337588,PAUL VOIGT SEED,833302075,9254867,PAUL VOIGT SEED,AVON,9254867,88366042,190794541862,00190794541862,B.AS.AG23XF2.SD3.140M.X.US,CL2SBQ62,120,120,"6,588.000",8H53,17/03/2023,17/03/2023,09/03/2023,C
808094194,EPP FARMS,833024904,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H84,07/12/2022,08/12/2022,30/11/2022,C
808094194,EPP FARMS,833024904,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SF71A,240,6,"13,608.000",8H84,07/12/2022,08/12/2022,30/11/2022,C
808094200,EPP FARMS,833025012,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H84,08/12/2022,08/12/2022,30/11/2022,C
808094200,EPP FARMS,833025012,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SF71A,720,18,"40,824.000",8H84,08/12/2022,08/12/2022,30/11/2022,C
808102091,EPP FARMS,833032124,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H84,16/12/2022,16/12/2022,02/12/2022,C
808102091,EPP FARMS,833032124,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SF71A,80,2,"4,536.000",8H84,16/12/2022,16/12/2022,02/12/2022,C
808102091,EPP FARMS,833032124,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SF71C,600,15,"35,340.000",8H84,16/12/2022,16/12/2022,02/12/2022,C
808102093,EPP FARMS,833037078,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H84,20/12/2022,20/12/2022,02/12/2022,C
808102093,EPP FARMS,833037078,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SF71C,200,5,"11,780.000",8H84,20/12/2022,20/12/2022,02/12/2022,C
808102147,SHAWN SULLIVAN SEED WALLACE NE,833044328,4198029,SHAWN SULLIVAN SEED WALLACE NE,WALLACE,4198029,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H4A,06/01/2023,06/01/2023,02/12/2022,C
808102147,SHAWN SULLIVAN SEED WALLACE NE,833044328,4198029,SHAWN SULLIVAN SEED WALLACE NE,WALLACE,4198029,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SF71A,200,5,"11,340.000",8H4A,06/01/2023,06/01/2023,02/12/2022,C
808102290,EPP FARMS,833032623,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H84,15/12/2022,16/12/2022,03/12/2022,C
808102290,EPP FARMS,833032623,4198215,EPP FARMS,HENDERSON,4198215,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SF71C,280,7,"16,492.000",8H84,15/12/2022,16/12/2022,03/12/2022,C
808102420,JOE SHANK JR,833033301,9201710,JOE SHANK JR,OVID,9201710,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H4A,16/12/2022,19/12/2022,03/12/2022,C
808102420,JOE SHANK JR,833033301,9201710,JOE SHANK JR,OVID,9201710,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SF71A,40,1,"2,268.000",8H4A,16/12/2022,19/12/2022,03/12/2022,C
808202510,JOE SHANK JR,833190474,9201710,JOE SHANK JR,OVID,9201710,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H4A,02/03/2023,03/03/2023,23/01/2023,C
808202510,JOE SHANK JR,833190474,9201710,JOE SHANK JR,OVID,9201710,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SBQ6B,160,4,"8,720.000",8H4A,02/03/2023,03/03/2023,23/01/2023,C
808258944,JOHN BLAKEMAN SEED,833218655,4161544,JOHN BLAKEMAN TREATING,MERNA,9240390,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H4A,17/02/2023,17/02/2023,10/02/2023,C
808258944,JOHN BLAKEMAN SEED,833218655,4161544,JOHN BLAKEMAN TREATING,MERNA,9240390,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SBQ6B,720,18,"39,240.000",8H4A,17/02/2023,17/02/2023,10/02/2023,C
808258967,JOHN BLAKEMAN SEED,833218656,4161544,JOHN BLAKEMAN TREATING,MERNA,9240390,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H4A,17/02/2023,17/02/2023,10/02/2023,C
808258967,JOHN BLAKEMAN SEED,833218656,4161544,JOHN BLAKEMAN TREATING,MERNA,9240390,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SBQ6B,480,12,"26,160.000",8H4A,17/02/2023,17/02/2023,10/02/2023,C
808398907,TROTTER FERTILIZER,833342342,9206852,TROTTER FERTILIZER,BROKEN BOW,9206852,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H4A,07/04/2023,07/04/2023,28/03/2023,C
808398907,TROTTER FERTILIZER,833342342,9206852,TROTTER FERTILIZER,BROKEN BOW,9206852,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SB12A,280,7,"15,680.000",8H4A,07/04/2023,07/04/2023,28/03/2023,C
808536233,PAUL VOIGT SEED,833429403,9254867,PAUL VOIGT SEED,AVON,9254867,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H53,11/05/2023,11/05/2023,08/05/2023,C
808536233,PAUL VOIGT SEED,833429403,9254867,PAUL VOIGT SEED,AVON,9254867,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SB11B,80,2,"4,360.000",8H53,11/05/2023,11/05/2023,08/05/2023,C
808540059,PAUL VOIGT SEED,833430987,9254867,PAUL VOIGT SEED,AVON,9254867,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,,0,0,0.000,8H53,10/05/2023,12/05/2023,09/05/2023,C
808540059,PAUL VOIGT SEED,833430987,9254867,PAUL VOIGT SEED,AVON,9254867,88366050,190794541879,00190794541879,B.AS.AG23XF2.SD3.40SCUMB.X.US,CL2SB11B,200,5,"10,900.000",8H53,10/05/2023,12/05/2023,09/05/2023,C
808331969,STEVEN HOOVER,833298225,9201955,STEVEN HOOVER,BRULE,9201955,89227666,190794834933,00190794834933,B.AS.AG23XF3.SD3.140M.X.US,,0,0,0.000,8H4A,20/03/2023,21/03/2023,08/03/2023,C
808331969,STEVEN HOOVER,833298225,9201955,STEVEN HOOVER,BRULE,9201955,89227666,190794834933,00190794834933,B.AS.AG23XF3.SD3.140M.X.US,CL2SAF31,116,116,"6,635.200",8H4A,20/03/2023,21/03/2023,08/03/2023,C
808337588,PAUL VOIGT SEED,833302075,9254867,PAUL VOIGT SEED,AVON,9254867,30020211,190794331593,00190794331593,B.AS.AG24XF1.SD3.140M.X.US,,0,0,0.000,8H53,17/03/2023,17/03/2023,09/03/2023,C
808337588,PAUL VOIGT SEED,833302075,9254867,PAUL VOIGT SEED,AVON,9254867,30020211,190794331593,00190794331593,B.AS.AG24XF1.SD3.140M.X.US,WA2SC717,120,120,"7,152.000",8H53,17/03/2023,17/03/2023,09/03/2023,C
808321563,COUSSENS FARM SEEDS,833286143,4569327,COUSSENS FARM SEEDS,KENTLAND,4569327,30020201,190794331531,00190794331531,B.AS.AG24XF1.SD3.40SCUMB.A3.US,,0,0,0.000,8H52,08/03/2023,09/03/2023,03/03/2023,C
808321563,COUSSENS FARM SEEDS,833286143,4569327,COUSSENS FARM SEEDS,KENTLAND,4569327,30020201,190794331531,00190794331531,B.AS.AG24XF1.SD3.40SCUMB.A3.US,WA2SC71C,80,2,"4,376.000",8H52,08/03/2023,09/03/2023,03/03/2023,C
808536233,PAUL VOIGT SEED,833429403,9254867,PAUL VOIGT SEED,AVON,9254867,89227755,190794835039,00190794835039,B.AS.AG24XF3.SDX.140M.X.US,,0,0,0.000,8H53,11/05/2023,11/05/2023,08/05/2023,C
808536233,PAUL VOIGT SEED,833429403,9254867,PAUL VOIGT SEED,AVON,9254867,89227755,190794835039,00190794835039,B.AS.AG24XF3.SDX.140M.X.US,CL2SBM12,60,60,"3,822.000",8H53,11/05/2023,11/05/2023,08/05/2023,C
808043635,PAUL VOIGT SEED,832974035,9254867,PAUL VOIGT SEED,AVON,9254867,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,,0,0,0.000,8H53,18/11/2022,17/11/2022,07/11/2022,C
808043635,PAUL VOIGT SEED,832974035,9254867,PAUL VOIGT SEED,AVON,9254867,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,CL2SCH1A,640,16,"39,296.000",8H53,18/11/2022,17/11/2022,07/11/2022,C
808043639,PAUL VOIGT SEED,832974702,9254867,PAUL VOIGT SEED,AVON,9254867,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,,0,0,0.000,8H53,18/11/2022,18/11/2022,07/11/2022,C
808043639,PAUL VOIGT SEED,832974702,9254867,PAUL VOIGT SEED,AVON,9254867,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,CL2SCH1A,40,1,"2,456.000",8H53,18/11/2022,18/11/2022,07/11/2022,C
808090041,SPILKER AG SERVICES LLC DEWITT,833025737,4561220,SPILKER AG SERVICES LLC DEWITT,DE WITT,4561220,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,,0,0,0.000,8H84,13/12/2022,13/12/2022,29/11/2022,C
808090041,SPILKER AG SERVICES LLC DEWITT,833025737,4561220,SPILKER AG SERVICES LLC DEWITT,DE WITT,4561220,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,CL2SCH1D,120,3,"7,644.000",8H84,13/12/2022,13/12/2022,29/11/2022,C
808090298,TROTTER FERT LOUP CITY,833028340,9130377,TROTTER FERT LOUP CITY,LOUP CITY,9130377,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,,0,0,0.000,8H84,16/12/2022,19/12/2022,29/11/2022,C
808090298,TROTTER FERT LOUP CITY,833028340,9130377,TROTTER FERT LOUP CITY,LOUP CITY,9130377,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,CL2SCH1D,520,13,"33,124.000",8H84,16/12/2022,19/12/2022,29/11/2022,C
808242642,EPP FARMS,833200993,4198215,EPP FARMS,HENDERSON,4198215,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,,0,0,0.000,8H84,20/02/2023,20/02/2023,06/02/2023,C
808242642,EPP FARMS,833200993,4198215,EPP FARMS,HENDERSON,4198215,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,CL2SDH1E,280,7,"17,836.000",8H84,20/02/2023,20/02/2023,06/02/2023,C
808373546,RICHARD BURNSIDE,833325591,9201776,RICHARD BURNSIDE,STAPLETON,9201776,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,,0,0,0.000,8H4A,31/03/2023,03/04/2023,21/03/2023,C
808373546,RICHARD BURNSIDE,833325591,9201776,RICHARD BURNSIDE,STAPLETON,9201776,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,CL2SDH9A,640,16,"38,464.000",8H4A,31/03/2023,03/04/2023,21/03/2023,C
808373583,RICHARD BURNSIDE,833325590,9201776,RICHARD BURNSIDE,STAPLETON,9201776,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,,0,0,0.000,8H4A,31/03/2023,31/03/2023,21/03/2023,C
808373583,RICHARD BURNSIDE,833325590,9201776,RICHARD BURNSIDE,STAPLETON,9201776,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,CL2SDH9A,280,7,"16,828.000",8H4A,31/03/2023,31/03/2023,21/03/2023,C
808373583,RICHARD BURNSIDE,833325590,9201776,RICHARD BURNSIDE,STAPLETON,9201776,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,CL2SB91A,400,10,"24,680.000",8H4A,31/03/2023,31/03/2023,21/03/2023,C
808373586,RICHARD BURNSIDE,833332573,9201776,RICHARD BURNSIDE,STAPLETON,9201776,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,,0,0,0.000,8H4A,06/04/2023,06/04/2023,21/03/2023,C
808373586,RICHARD BURNSIDE,833332573,9201776,RICHARD BURNSIDE,STAPLETON,9201776,89227771,190794835060,00190794835060,B.AS.AG24XF3.SDX.40SCUMB.X.US,CL2SB91A,80,2,"4,936.000",8H4A,06/04/2023,06/04/2023,21/03/2023,C
808432873,PAUL VOIGT SEED,833362244,9254867,PAUL VOIGT SEED,AVON,9254867,30020227,190794331678,00190794331678,B.AS.AG25XF1.SD3.140M.X.US,,0,0,0.000,8H53,13/04/2023,13/04/2023,06/04/2023,C
808432873,PAUL VOIGT SEED,833362244,9254867,PAUL VOIGT SEED,AVON,9254867,30020227,190794331678,00190794331678,B.AS.AG25XF1.SD3.140M.X.US,CL2SEM91,60,60,"3,174.000",8H53,13/04/2023,13/04/2023,06/04/2023,C
808095107,PAUL VOIGT SEED,833044402,9254867,PAUL VOIGT SEED,AVON,9254867,30020219,190794331630,00190794331630,B.AS.AG25XF1.SD3.40SCUMB.X.US,,0,0,0.000,8H53,21/12/2022,21/12/2022,30/11/2022,C
808095107,PAUL VOIGT SEED,833044402,9254867,PAUL VOIGT SEED,AVON,9254867,30020219,190794331630,00190794331630,B.AS.AG25XF1.SD3.40SCUMB.X.US,CL2SE91B,560,14,"29,400.000",8H53,21/12/2022,21/12/2022,30/11/2022,C
808300106,SHAWN SULLIVAN SEED WALLACE NE,833276390,4198029,SHAWN SULLIVAN SEED WALLACE NE,WALLACE,4198029,30020219,190794331630,00190794331630,B.AS.AG25XF1.SD3.40SCUMB.X.US,,0,0,0.000,8H4A,08/03/2023,08/03/2023,25/02/2023,C
808300106,SHAWN SULLIVAN SEED WALLACE NE,833276390,4198029,SHAWN SULLIVAN SEED WALLACE NE,WALLACE,4198029,30020219,190794331630,00190794331630,B.AS.AG25XF1.SD3.40SCUMB.X.US,CL2SE91C,440,11,"22,924.000",8H4A,08/03/2023,08/03/2023,25/02/2023,C
808337804,JOHN BLAKEMAN SEED,833298204,4161544,JOHN BLAKEMAN TREATING,MERNA,9240390,30020219,190794331630,00190794331630,B.AS.AG25XF1.SD3.40SCUMB.X.US,,0,0,0.000,8H4A,21/03/2023,21/03/2023,09/03/2023,C
